City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
290,canon city,38.441,-105.2424,10.94,84,100,1.54,US,1682460602
291,pandan,14.0453,124.1694,25.96,84,27,3.63,PH,1682460606
292,comodoro rivadavia,-45.8667,-67.5,12.92,82,75,3.09,AR,1682460185
293,placido de castro,-10.3353,-67.1856,25.08,95,73,0.35,BR,1682460607
294,altay,47.8667,88.1167,1.04,69,27,2.24,CN,1682460607
295,llanes,43.4198,-4.7549,16.24,87,100,1.35,ES,1682460608
296,guerrero negro,27.9769,-114.0611,19.74,55,0,7.28,MX,1682460171
297,buguruslan,53.6554,52.442,13.45,60,100,3.37,RU,1682460609
298,miraflores,19.2167,-98.8083,27.79,20,84,2.79,MX,1682460611
299,kijang,35.2442,129.2139,7.85,83,7,2.71,KR,1682460131
300,sola,-13.8833,167.55,27.37,89,40,0.0,VU,1682460187
301,anadyr,64.75,177.4833,-8.72,61,0,2.68,RU,1682460098
302,thompson,55.7435,-97.8558,9.09,29,20,2.57,CA,1682460119
303,mount pleasant,32.7941,-79.8626,22.22,68,75,7.72,US,1682460143
304,soure,-0.7167,-48.5233,26.3,83,42,3.89,BR,1682460604
305,macklin,52.3334,-109.9348,14.96,42,100,2.66,CA,1682460622
306,port lincoln,-34.7333,135.8667,20.72,54,100,6.45,AU,1682460121
307,chokurdakh,70.6333,147.9167,-9.4,96,44,1.34,RU,1682460119
308,hay river,60.8156,-115.7999,0.98,93,100,3.6,CA,1682460625
309,mostovskoy,44.4122,40.7936,7.16,91,29,1.83,RU,1682460627
310,airai,-8.9266,125.4092,15.51,96,69,1.7,TL,1682460126
311,nara,34.6851,135.8049,15.83,92,100,2.58,JP,1682460183
312,lata,40.1629,-8.3327,16.56,91,11,0.91,PT,1682460631
313,san pedro,14.35,121.0167,27.57,78,40,1.03,PH,1682460032
314,pitimbu,-7.4706,-34.8086,27.33,84,99,4.66,BR,1682460127
315,saint-pierre,-21.3393,55.4781,24.2,83,100,2.06,RE,1682460046
316,nizhniy kuranakh,58.8353,125.4869,-3.91,78,82,1.21,RU,1682460635
317,sarangani,5.4033,125.4636,28.64,73,36,6.37,PH,1682460139
318,san cristobal,7.7669,-72.225,25.1,84,61,1.1,VE,1682460170
319,shelburne,44.0787,-80.2041,8.2,43,95,5.24,CA,1682460637
320,varena,54.2167,24.5667,8.32,92,92,3.96,LT,1682460638
321,capreol,46.706,-80.9225,4.75,67,100,2.06,CA,1682460638
322,olafsvik,64.8945,-23.7142,0.98,60,22,6.7,IS,1682460149
323,paamiut,61.994,-49.6678,0.71,98,100,2.38,GL,1682460229
324,ilhabela,-23.7781,-45.3581,21.33,83,71,1.29,BR,1682459966
325,baykit,61.67,96.37,0.4,96,100,1.19,RU,1682460212
326,sioux lookout,50.1001,-91.917,4.08,66,100,1.44,CA,1682460642
327,weligama,5.9667,80.4167,25.39,88,100,1.31,LK,1682460126
328,agadir,30.4202,-9.5982,19.25,75,13,1.29,MA,1682460644
329,corozal,9.3151,-75.2928,29.58,61,51,6.55,CO,1682460644
330,kitimat,54.0524,-128.6534,9.95,67,100,1.34,CA,1682460539
331,poum,-20.2333,164.0167,25.9,77,100,4.73,NC,1682460166
332,kodinsk,58.6881,99.1844,-2.55,95,100,4.55,RU,1682460192
333,tigil,57.8,158.6667,0.27,75,69,0.83,RU,1682460119
334,victoria,22.2855,114.1577,20.69,78,52,5.36,HK,1682459994
335,pangody,65.85,74.4859,-6.32,98,98,2.01,RU,1682460649
336,birjand,32.8663,59.2211,16.26,23,0,3.09,IR,1682460012
337,faya,18.3851,42.4509,14.06,60,1,1.95,SA,1682460185
338,porkhov,57.765,29.5561,9.09,77,19,2.2,RU,1682460653
339,lomovka,53.9194,58.3672,11.1,55,100,1.31,RU,1682460654
340,svetlyy yar,48.4748,44.781,11.78,75,0,6.56,RU,1682460655
341,alofi,-19.0595,-169.9187,26.94,78,68,4.12,NU,1682460123
342,xichang,27.8964,102.2634,13.45,84,98,1.63,CN,1682460656
343,danilovka,50.3557,44.1168,9.87,90,40,5.57,RU,1682460656
344,mizan teferi,6.9833,35.5833,16.54,98,100,1.54,ET,1682460657
345,choya,52.0108,86.5467,0.29,88,100,1.12,RU,1682460658
346,waw,7.7029,27.9953,25.47,70,100,5.45,SS,1682460659
347,wichian buri,15.6578,101.106,28.51,64,94,1.96,TH,1682460660
348,kota kinabalu,5.9749,116.0724,24.99,94,20,2.24,MY,1682460660
349,cairns,-16.9167,145.7667,25.59,87,40,4.12,AU,1682460032
350,pevek,69.7008,170.3133,-11.57,83,11,1.24,RU,1682460137
351,beringovskiy,63.05,179.3167,-9.55,84,100,8.24,RU,1682460151
352,asyut,27.181,31.1837,24.1,26,0,3.43,EG,1682460176
353,lavrentiya,65.5833,-171.0,-7.68,71,36,6.86,RU,1682460119
354,waingapu,-9.6567,120.2641,25.42,86,99,3.49,ID,1682460664
355,remanso,-9.6179,-42.0831,26.66,50,53,1.27,BR,1682460666
356,iisalmi,63.5592,27.1907,4.06,99,100,2.64,FI,1682460667
357,cherskiy,68.75,161.3,-5.17,73,58,1.54,RU,1682460112
358,santa cruz,-17.8,-63.1667,24.7,78,75,1.54,BO,1682460600
359,vestmanna,62.1564,-7.1664,-0.49,80,75,1.54,FO,1682460670
360,kasulu,-4.5767,30.1025,17.58,95,76,0.27,TZ,1682460672
361,lufkin,31.3382,-94.7291,22.56,65,0,4.63,US,1682460442
362,te anau,-45.4167,167.7167,7.25,82,42,0.38,NZ,1682460178
363,kidal,18.4411,1.4078,30.13,9,0,3.03,ML,1682460677
364,bilma,18.6853,12.9164,30.97,10,0,5.43,NE,1682460166
365,norman wells,65.282,-126.8329,-7.98,57,20,5.66,CA,1682460174
366,puerto escondido,15.85,-97.0667,29.87,58,46,4.56,MX,1682460093
367,tiarei,-17.5333,-149.3333,28.89,83,100,5.1,PF,1682460680
368,yulara,-25.2406,130.9889,19.61,41,100,2.16,AU,1682460183
369,ewa beach,21.3156,-158.0072,28.97,66,20,5.14,US,1682460681
370,myitkyina,25.3833,97.4,20.62,69,48,1.37,MM,1682460681
371,varadero,23.1536,-81.2514,28.42,76,69,2.87,CU,1682460642
372,lakes entrance,-37.8811,147.981,14.87,69,57,2.33,AU,1682460222
373,necochea,-38.5473,-58.7368,15.81,86,3,4.23,AR,1682460174
374,sao joao da barra,-21.6403,-41.0511,24.05,86,4,3.43,BR,1682460115
375,beyneu,45.3167,55.2,20.96,18,100,10.89,KZ,1682460151
376,cayenne,4.9333,-52.3333,25.02,94,20,2.06,GF,1682459983
377,coihaique,-45.5752,-72.0662,12.34,96,100,1.49,CL,1682460131
378,samarai,-10.6167,150.6667,27.48,80,97,3.19,PG,1682460141
379,bubaque,11.2833,-15.8333,25.77,69,2,9.06,GW,1682460140
380,destin,30.3935,-86.4958,27.25,70,0,2.06,US,1682460689
381,gat,31.61,34.7642,16.89,75,0,0.95,IL,1682460217
382,katsina,12.9894,7.6006,32.26,21,63,1.57,NG,1682460691
383,haines junction,60.7522,-137.5108,3.97,45,96,5.14,CA,1682460123
384,namibe,-15.1961,12.1522,23.5,81,56,3.22,AO,1682460157
385,mahebourg,-20.4081,57.7,24.16,94,75,2.57,MU,1682460071
386,jackson,42.4165,-122.8345,24.3,31,0,1.79,US,1682459940
387,port hedland,-20.3167,118.5667,25.03,94,75,0.0,AU,1682460177
388,ayan,56.45,138.1667,-0.8,97,100,5.68,RU,1682460163
389,trutnov,50.561,15.9127,4.21,91,19,1.69,CZ,1682460696
390,port macquarie,-31.4333,152.9167,16.05,61,94,2.07,AU,1682460453
391,kieta,-6.2167,155.6333,28.04,77,71,0.85,PG,1682460232
392,bakaly,55.1789,53.8028,14.75,51,100,4.77,RU,1682460699
393,akyab,20.15,92.9,26.51,64,30,4.37,MM,1682460211
394,savinka,50.0785,47.0994,9.96,95,63,4.37,RU,1682460700
395,nushki,29.5542,66.0215,22.82,26,100,3.57,PK,1682460701
396,quatre cocos,-20.2078,57.7625,24.06,85,34,2.55,MU,1682460220
397,chimore,-16.9833,-65.1333,25.0,81,100,0.57,BO,1682460702
398,port hardy,50.6996,-127.4199,10.1,71,100,3.09,CA,1682460160
399,ukiah,39.1502,-123.2078,29.92,23,0,1.54,US,1682460703
400,bela,25.9333,81.9833,25.9,28,47,1.57,IN,1682460707
401,meadow lake,34.8014,-106.5436,21.58,16,99,11.25,US,1682459896
402,shakiso,5.75,38.9167,13.13,96,91,0.96,ET,1682460709
403,sinazongwe,-17.2614,27.4618,23.74,44,0,0.32,ZM,1682460709
404,ramapuram,13.1167,79.2,25.75,87,93,2.32,IN,1682460710
405,nagod,24.5667,80.6,26.18,32,65,1.61,IN,1682460711
406,san carlos de bariloche,-41.1456,-71.3082,10.86,71,100,4.12,AR,1682459962
407,san lorenzo,-25.3333,-57.5333,19.52,94,75,0.0,PY,1682460686
408,fort nelson,58.8053,-122.7002,7.77,42,40,5.14,CA,1682460227
409,verkhoyansk,67.5447,133.385,-8.4,95,94,1.5,RU,1682460715
410,kysyl-syr,63.8986,122.7617,-3.23,96,100,3.2,RU,1682460224
411,yar-sale,66.8333,70.8333,-15.87,96,90,2.75,RU,1682460717
412,mayo,38.8876,-76.5119,16.18,49,20,2.57,US,1682460219
413,havelock,34.8791,-76.9013,18.98,53,40,4.63,US,1682460718
414,lomianki,52.3341,20.886,9.49,93,75,4.12,PL,1682460719
415,wajima,37.4,136.9,12.19,95,100,2.91,JP,1682460235
416,aklavik,68.2191,-135.0107,-12.28,74,66,3.25,CA,1682460154
417,manggar,-2.8833,108.2667,26.35,82,99,0.99,ID,1682460721
418,rocha,-34.4833,-54.3333,18.06,89,99,2.16,UY,1682459966
419,luvianos,18.9167,-100.4,31.86,13,31,2.99,MX,1682460723
420,eyl,7.9803,49.8164,27.73,80,36,4.25,SO,1682460180
421,northam,51.0333,-4.2167,7.01,73,100,4.68,GB,1682460160
422,yershov,51.3513,48.2766,11.95,95,100,5.81,RU,1682460724
423,goderich,43.7501,-81.7165,6.18,61,21,2.57,CA,1682460158
424,wanaka,-44.7,169.15,10.06,74,96,0.89,NZ,1682460622
425,adolfo lopez mateos,28.4667,-107.3,23.24,8,29,9.53,MX,1682460727
426,codajas,-3.8367,-62.0569,24.8,87,82,0.58,BR,1682460728
427,nybro,56.7446,15.9071,6.45,86,100,2.91,SE,1682460729
428,usinsk,65.9939,57.5281,-6.95,94,10,3.34,RU,1682460730
429,yerbabuena,20.9667,-101.2667,28.85,6,66,8.27,MX,1682460731
430,touros,-5.1989,-35.4608,25.47,87,98,4.33,BR,1682460185
431,huilong,31.8111,121.655,11.76,85,36,3.94,CN,1682460187
432,cockburn town,21.4612,-71.1419,25.92,71,40,4.17,TC,1682460733
433,kotelnikovo,47.6317,43.1461,10.98,80,67,7.13,RU,1682460735
434,havoysund,70.9963,24.6622,2.13,72,90,2.14,NO,1682460159
435,novikovo,51.1537,37.8879,10.02,90,100,2.77,RU,1682460736
436,lovozero,68.005,35.0117,-4.57,88,86,0.79,RU,1682460736
437,mountain home,43.133,-115.6912,16.19,41,0,6.17,US,1682460221
438,kamsack,51.5667,-101.9009,7.91,48,100,5.92,CA,1682460738
439,kruisfontein,-34.0033,24.7314,16.6,92,89,1.0,ZA,1682460739
440,toora-khem,52.4675,96.11,-6.31,79,47,2.22,RU,1682460740
441,acarau,-2.8856,-40.12,26.18,84,70,4.12,BR,1682460013
442,alekseyevka,50.6309,38.6903,9.84,94,100,4.07,RU,1682460744
443,shenjiamen,29.9576,122.298,13.51,83,7,5.6,CN,1682460747
444,luxor,25.6989,32.6421,23.8,15,1,3.95,EG,1682460748
445,komsomolskiy,40.4272,71.7189,18.4,52,17,2.06,UZ,1682460749
446,morgan city,29.6994,-91.2068,25.0,70,62,1.01,US,1682460750
447,prince rupert,54.3161,-130.3201,9.05,72,100,7.72,CA,1682460120
448,jaumave,23.4167,-99.3833,31.16,34,77,2.97,MX,1682460752
449,cabedelo,-6.9811,-34.8339,27.37,87,100,4.5,BR,1682460753
450,aylesbury,51.8167,-0.8146,7.53,80,95,2.46,GB,1682460529
451,aykhal,66.0,111.5,-9.7,96,100,3.26,RU,1682460175
452,saint-georges,12.0564,-61.7485,26.82,83,40,7.72,GD,1682460185
453,awbari,26.5921,12.7805,23.94,24,0,3.5,LY,1682460757
454,joinville,-26.3044,-48.8456,19.23,97,65,0.72,BR,1682460660
455,umtata,-31.5889,28.7844,17.04,94,100,1.01,ZA,1682460191
456,hashtrud,37.4779,47.0508,8.74,59,5,1.91,IR,1682460760
457,tual,-5.6667,132.75,28.1,74,56,1.29,ID,1682460173
458,kalmunai,7.4167,81.8167,26.91,83,100,0.65,LK,1682460167
459,san pedro buenavista,16.0833,-93.1167,33.88,32,19,4.38,MX,1682460762
460,havre-saint-pierre,50.2334,-63.5986,4.24,73,40,3.53,CA,1682460764
461,upernavik,72.7868,-56.1549,-1.9,91,100,2.71,GL,1682460765
462,saint pete beach,27.7253,-82.7412,29.52,69,0,3.09,US,1682460766
463,xuddur,4.1213,43.8894,23.9,80,100,4.26,SO,1682460768
464,neiafu,-18.65,-173.9833,27.38,69,40,4.12,TO,1682460769
465,brigantine,39.4101,-74.3646,16.12,34,0,6.17,US,1682460223
466,noormarkku,61.5927,21.8685,5.88,100,100,2.06,FI,1682460771
467,aksarka,66.5606,67.7975,-9.77,89,5,3.11,RU,1682460190
468,banda aceh,5.5577,95.3222,26.48,80,98,2.01,ID,1682460177
469,payo,-3.7508,103.6372,22.22,94,99,0.67,ID,1682460773
470,maua,-23.6678,-46.4614,20.76,88,88,1.54,BR,1682460487
471,goure,13.9835,10.2704,30.5,19,4,1.59,NE,1682460774
472,ostrovnoy,68.0531,39.5131,-9.16,90,22,3.4,RU,1682460775
473,marsa matruh,31.3525,27.2453,18.33,73,0,2.75,EG,1682460776
474,come,6.4076,1.882,28.23,81,63,4.16,BJ,1682460777
475,mutis,6.2262,-77.4044,28.19,78,39,1.9,CO,1682460777
476,gornopravdinsk,60.05,69.9,4.73,93,71,3.07,RU,1682460779
477,evanston,42.0411,-87.6901,8.69,65,75,6.17,US,1682460736
478,indramayu,-6.3264,108.32,26.06,84,96,2.0,ID,1682460781
479,chandur bazar,21.2417,77.7456,26.11,56,48,2.62,IN,1682460781
480,bira,49.0,132.4667,1.79,55,4,2.09,RU,1682460783
481,lysva,58.1086,57.8053,10.16,69,85,2.07,RU,1682460783
482,bireun,5.203,96.7009,25.43,85,70,2.01,ID,1682460785
483,wanning,18.8003,110.3967,22.76,94,91,3.76,CN,1682460785
484,auki,-8.7676,160.7034,27.66,77,95,1.41,SB,1682460788
485,vadso,70.0744,29.7487,-1.51,80,0,3.6,NO,1682460789
486,hirara,24.8,125.2833,22.13,85,100,10.13,JP,1682460789
487,male,4.1748,73.5089,28.57,75,91,3.83,MV,1682460648
488,kargopol,61.5071,38.9456,7.35,87,34,1.38,RU,1682460791
489,redlands,34.0556,-117.1825,31.24,51,1,3.04,US,1682460624
490,dwarka,22.2394,68.9678,26.49,73,58,4.82,IN,1682460792
491,yurino,56.2942,46.3039,12.17,88,100,7.74,RU,1682460793
492,mackay,-21.15,149.2,20.93,79,74,8.78,AU,1682460206
493,viransehir,37.2353,39.7631,13.93,42,5,1.96,TR,1682460213
494,villavicencio,4.142,-73.6266,25.72,87,75,0.38,CO,1682460129
495,manavalakurichi,8.1333,77.3,26.99,82,98,1.0,IN,1682460796
496,udachnyy,66.4167,112.4,-8.23,95,100,3.07,RU,1682460798
497,la cruz,23.9167,-106.9,27.25,48,0,4.17,MX,1682460798
498,tera,14.0078,0.7531,32.65,13,15,2.71,NE,1682460799
499,mahibadhoo,3.7833,72.9667,28.46,75,99,3.74,MV,1682460800
500,praya,14.9215,-23.5087,22.3,73,20,7.2,CV,1682460801
501,san jeronimo,-11.9472,-75.2829,14.35,69,85,2.18,PE,1682460801
502,boca do acre,-8.7522,-67.3978,25.39,83,74,0.47,BR,1682460802
503,murray bridge,-35.1167,139.2667,22.85,54,100,4.81,AU,1682460219
504,yantzaza,-3.8278,-78.7594,22.23,86,95,0.47,EC,1682460804
505,ambilobe,-13.2,49.05,23.65,96,43,1.39,MG,1682460232
506,erenhot,43.6475,111.9767,4.35,21,88,4.13,CN,1682460806
507,neepawa,50.2289,-99.4664,9.04,42,60,4.7,CA,1682460807
508,timra,62.487,17.3257,0.82,86,100,2.57,SE,1682460807
509,broome,42.2506,-75.833,12.48,39,75,4.63,US,1682460808
510,jumla,29.2747,82.1838,5.76,79,79,2.05,NP,1682460809
511,kety,49.8821,19.2233,8.24,91,75,2.98,PL,1682460810
512,leh,34.1667,77.5833,-6.25,47,0,1.16,IN,1682460811
513,taree,-31.9,152.4667,15.68,99,87,1.2,AU,1682460812
514,santa maria,-29.6842,-53.8069,18.66,95,100,2.45,BR,1682460598
515,mudanya,40.3753,28.8822,14.19,74,84,2.73,TR,1682460813
516,cap malheureux,-19.9842,57.6142,24.15,86,63,3.31,MU,1682460816
517,olean,42.0776,-78.4297,10.38,39,100,0.0,US,1682460817
518,bandarbeyla,9.4942,50.8122,28.04,77,36,5.05,SO,1682460818
519,mitsamiouli,-11.3847,43.2844,27.53,69,19,4.0,KM,1682460818
520,ust-omchug,61.15,149.6333,-4.06,92,95,1.86,RU,1682460745
521,isangel,-19.55,169.2667,27.06,89,40,1.03,VU,1682460820
522,plettenberg bay,-34.0527,23.3716,16.32,87,58,0.92,ZA,1682460821
523,dicabisagan,17.0818,122.4157,25.06,86,91,1.9,PH,1682460821
524,pacific grove,36.6177,-121.9166,24.8,74,0,3.13,US,1682460822
525,vuktyl,63.8567,57.3094,-4.11,93,78,0.7,RU,1682460823
526,campbell river,50.0163,-125.2446,11.36,61,98,2.38,CA,1682460824
527,oxford,51.7522,-1.256,7.64,68,0,3.6,GB,1682460767
528,aviles,43.5547,-5.9248,17.66,94,75,0.0,ES,1682460677
529,walvis bay,-22.9575,14.5053,16.72,70,0,3.6,NA,1682460826
530,cuenca,-2.8833,-78.9833,17.07,67,75,3.09,EC,1682460242
531,svetlyy,54.675,20.1347,6.03,78,100,3.92,RU,1682460827
532,agadez,19.75,10.25,29.76,12,0,3.09,NE,1682460828
533,visby,57.6409,18.296,7.12,93,100,3.6,SE,1682460828
534,san matias,-16.3667,-58.4,25.57,80,26,1.21,BO,1682460830
535,vanimo,-2.6741,141.3028,26.43,87,68,1.85,PG,1682460831
536,kiama,-34.6833,150.8667,19.44,90,66,0.64,AU,1682460817
537,falesti,47.5736,27.7092,11.12,87,100,3.92,MD,1682460832
538,tiznit,29.5833,-9.5,24.15,43,62,0.15,MA,1682460834
539,yarmouth,41.7057,-70.2286,13.41,84,0,3.13,US,1682460835
540,port hueneme,34.1478,-119.1951,25.21,73,100,5.66,US,1682460836
541,ajdabiya,30.7554,20.2263,18.81,45,0,3.43,LY,1682460837
542,cochrane,51.1834,-114.4687,16.06,28,100,5.8,CA,1682460629
543,sayyan,15.1718,44.3244,17.03,50,67,0.69,YE,1682460838
544,bonavista,48.6499,-53.1147,0.33,96,100,8.0,CA,1682460839
545,nipawin,53.3668,-104.0009,5.74,82,100,7.6,CA,1682460840
546,aguimes,27.9054,-15.4461,19.35,68,20,4.63,ES,1682460841
547,yerofey pavlovich,53.9667,121.9667,-3.34,58,38,1.67,RU,1682460841
548,maumere,-8.6199,122.2111,26.59,85,96,3.35,ID,1682460842
549,caravelas,-17.7125,-39.2481,24.22,84,12,1.9,BR,1682460843
550,pocatello,42.8713,-112.4455,14.95,49,75,5.66,US,1682460844
551,waitati,-45.75,170.5667,9.89,63,80,5.06,NZ,1682460845
552,dzaoudzi,-12.7887,45.2699,27.94,74,75,5.66,YT,1682460845
553,berlevag,70.8578,29.0864,1.0,85,88,3.78,NO,1682460846
554,clyde river,70.4692,-68.5914,-4.98,91,65,2.93,CA,1682460847
555,pasir gudang,1.4584,103.8805,26.87,93,75,1.03,MY,1682460848
556,boljevac,43.8303,21.9531,8.81,89,77,1.41,RS,1682460849
557,morondava,-20.2833,44.2833,23.23,78,0,4.09,MG,1682460849
558,inirida,3.8653,-67.9239,24.53,94,98,0.86,CO,1682460850
559,odweyne,9.4092,45.064,22.72,71,12,3.22,SO,1682460851
560,tilichiki,60.4667,166.1,-8.5,87,100,3.16,RU,1682460852
561,amazar,53.858,120.875,-4.12,70,49,1.34,RU,1682460853
562,azare,11.6765,10.1948,31.82,19,34,2.32,NG,1682460855
563,stephenville,32.2207,-98.2023,20.14,76,100,4.63,US,1682460857
564,macapa,0.0389,-51.0664,26.99,94,75,1.03,BR,1682460858
565,samdari,25.8167,72.5833,29.5,20,100,3.16,IN,1682460859
566,shepsi,44.0361,39.1489,11.04,70,7,2.63,RU,1682460860
567,jiwani,25.05,61.7417,25.09,57,100,2.0,PK,1682460861
568,atbasar,51.8,68.3333,11.72,53,0,3.71,KZ,1682460862
569,sirajganj,24.45,89.7167,27.81,50,22,1.73,BD,1682460862
570,kedougou,12.5579,-12.1743,33.89,18,0,1.14,SN,1682460863
571,marsh harbour,26.5412,-77.0636,24.54,71,56,5.05,BS,1682460864
572,shaunavon,49.6501,-108.4181,15.26,44,75,5.59,CA,1682460825
573,klaksvik,62.2266,-6.589,0.51,60,100,9.22,FO,1682460866
574,barranca,-10.75,-77.7667,25.0,72,94,4.43,PE,1682460867
575,urumqi,43.801,87.6005,9.53,58,0,2.0,CN,1682460867
576,middelburg,-25.7751,29.4648,17.76,44,38,1.34,ZA,1682460868
577,digha,21.6833,87.55,25.78,68,66,3.6,IN,1682460869
578,kokopo,-4.352,152.2633,27.51,73,99,0.63,PG,1682460870
579,road town,18.4167,-64.6167,28.05,65,20,2.06,VG,1682460871
580,parabel,58.6978,81.4825,-2.39,88,62,1.3,RU,1682460871
